緯度,経度,施設名,ふりがな,住所,,区,電話番号　,施設情報,施設種別,0歳児,1歳児,2歳児,3歳児,4歳児,5歳児,月,指定園,新制度未移行園,ソート,月
34.762363,135.547251,井高野保育園,いたかのほいくえん,東淀川区井高野3-8-17,13,東淀川区,06-6340-7648,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-4-itakano.pdf,保育所,0,0,0,0,2,0,1,,,133304,2
34.766933,135.544413,井高野第三保育園,いたかのだいさんほいくえん,東淀川区井高野3-1-58,13,東淀川区,06-6349-3458,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-5-itakanodai3.pdf,保育所,0,0,0,1,1,1,1,,,133305,2
34.730997,135.508799,あすか保育園,あすかほいくえん,東淀川区東中島3-14-41,13,東淀川区,06-6322-1400,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-20-asuka.pdf,保育所,0,2,0,0,3,2,1,,,133321,2
34.745445,135.521333,大阪市立下新庄保育所,おおさかしりつしもしんじょうほいくしょ,東淀川区下新庄5-3-22,13,東淀川区,06-6329-5080,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/koumin-simosinjo.pdf,保育所,0,0,0,0,2,3,1,,,133201,2
34.744024,135.54076,大阪市立豊里第1保育所,おおさかしりつとよさとだいいちほいくしょ,東淀川区豊里7-21-23 ,13,東淀川区,06-6328-5200,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/13-toyosatodai1.pdf,保育所,,0,0,0,0,0,1,,,133105,2
34.737134,135.539734,大阪市立豊里第2保育所,おおさかしりつとよさとだいにほいくしょ,東淀川区豊里2-1-26,13,東淀川区,06-6328-0616,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/koumin-toyosato2.pdf,保育所,0,0,0,0,2,0,1,,,133202,2
34.741388,135.510856,大阪市立西淡路第2保育所,おおさかしりつにしあわじだいにほいくしょ,東淀川区西淡路5-1-14,13,東淀川区,06-6323-5160,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/13-nisiawajidai2.pdf,保育所,0,0,0,0,0,0,1,,,133102,2
34.747722,135.542093,大阪市立西大道保育所,おおさかしりつにしだいどうほいくしょ,東淀川区大桐2-8-2-100,13,東淀川区,06-6329-8810,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/13-nisidaido.pdf,保育所,0,0,0,0,0,0,1,,,133101,2
34.753862,135.548823,大阪市立南江口保育所,おおさかしりつみなみえぐちほいくしょ,東淀川区小松5-6-9-101,13,東淀川区,06-6329-2869,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/13-minamieguti.pdf,保育所,0,0,0,0,0,0,1,,,133104,2
34.752535,135.533921,風の子保育園（風の子ベビーホーム）,かぜのこほいくえん,東淀川区小松1-11-8,13,東淀川区,06-6328-4019,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-7-kazenoko.pdf,保育所,0,0,0,0,0,0,1,,,133306,2
34.747713,135.529162,上新庄保育園,かみしんじょうほいくえん,東淀川区上新庄2-5-5-101,13,東淀川区,06-6327-2248,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-8-kamishinjyo.pdf,保育所,0,0,0,0,0,0,1,,,133307,2
34.73463,135.520381,さかえ保育園,さかえほいくえん,東淀川区東淡路1-5-1-101,13,東淀川区,06-6323-3211,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-9-sakae.pdf,保育所,0,0,0,0,0,0,1,,,133308,2
34.741374,135.525895,菅原保育園,すがはらほいくえん,東淀川区菅原4-10-15,13,東淀川区,06-6329-2536,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-10-sugahara.pdf,保育所,0,0,0,0,0,0,1,,,133310,2
34.728497,135.502474,徳蔵寺保育園,とくぞうじほいくえん,東淀川区東中島1-5-5,13,東淀川区,06-6323-0640,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-11-tokuzouji.pdf,保育所,0,0,0,0,0,0,1,,,133311,2
34.734079,135.511288,ともしび保育園,ともしびほいくえん,東淀川区東中島6-6-8,13,東淀川区,06-6325-1851,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-12-tomoshibi.pdf,保育所,0,0,1,0,0,0,1,,,133312,2
34.743737,135.535428,保育園こどものくに,ほいくえんこどものくに,東淀川区豊新4-6-17,13,東淀川区,06-6329-3849,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-13-kodomonokuni.pdf,保育所,,0,0,0,0,0,1,,,133313,2
34.749498,135.551983,みのり園,みのりえん,東淀川区大桐5-15-36,13,東淀川区,06-6328-5500,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-14-minori.pdf,保育所,0,0,1,0,0,0,1,,,133314,2
34.734189,135.505264,大阪市立日之出保育所,おおさかしりつひのでほいくしょ,東淀川区東中島4-11-25,13,東淀川区,06-6323-9800,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/13-hinode.pdf,保育所,0,0,0,0,7,12,1,,,133106,2
34.746792,135.5507,大桐保育園,おおぎりほいくえん,東淀川区大桐4-2-12,13,東淀川区,06-6326-0509,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-15-oogiri.pdf,保育所,0,0,1,0,0,0,1,,,133315,2
34.75209,135.538523,小松保育園,こまつほいくえん,東淀川区小松3-5-15,13,東淀川区,06-6320-1331,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-16-komatu.pdf,保育所,0,0,0,,,,1,,,133317,2
34.73776,135.529479,菅原天満保育園,すがはらてんまほいくえん,東淀川区菅原2-2-21,13,東淀川区,06-6328-6882,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-17-sugaharatenma.pdf,保育所,0,0,0,,,,1,,,133318,2
34.738492,135.541538,アートチャイルドケア東淀川,あーとちゃいるどけあひがしよどがわ,東淀川区豊里4-3-6,13,東淀川区,06-6160-0122,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-18-artchildcarehigashiyodogawa.pdf,保育所,0,0,0,0,0,0,1,,,133319,2
34.745141,135.540436,さかえ保育園豊里分園,さかえほいくえんとよさとぶんえん,東淀川区豊里7－28－12,13,東淀川区,06-6323-1581,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-9-sakae.pdf,保育所,0,0,0,-,-,-,1,,,133309,2
34.738306,135.517232,グローバルキッズ東淡路園,ぐろーばるきっずひがしあわじえん,東淀川区東淡路4-14-15,13,東淀川区,070-3603-4481,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-19-globalkidshigashiawaji.pdf,保育所,0,0,0,0,3,0,1,,,133320,2
34.738019,135.516652,徳蔵寺保育園分園こばと,とくぞうじほいくえんぶんえんこばと,東淀川区東淡路４-１５-１,13,東淀川区,06-6770-9366,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-11-tokuzouji.pdf,保育所,0,0,0,-,-,-,1,,,133321,2
34.74789,135.53839,グローバルキッズ上新庄園,ぐろーばるきっずかみしんじょうえん,東淀川区豊新5-6-32,13,東淀川区,06-6195-1710,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-21-globalkidskamishinjo.pdf,保育所,0,0,0,0,0,0,1,,,133322,2
34.741444,135.534189,マザーシップ上新庄保育園,まざーしっぷかみしんじょうほいくえん,東淀川区豊里2-25-9,13,東淀川区,06-6320-0008,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/h13-22-mothershipkamishinzyou.pdf,保育所,0,0,0,0,0,0,1,,,133323,2
34.736642,135.516958,認定こども園　あすなろ,にんていこどもえんあすなろ,東淀川区東淡路2-7-5,13,東淀川区,06-6321-3201,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/k13-1-asunaro.pdf,認定こども園,0,0,0,0,0,0,1,,,132301,2
34.736547,135.517015,認定こども園　聖愛園,にんていこどもえんせいあいえん,東淀川区東淡路2-7-5,13,東淀川区,06-6321-3201,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/k13-2-seiaien.pdf,認定こども園,0,0,0,0,0,0,1,1,,132302,2
34.752143,135.537981,認定こども園　小松幼稚園,にんていこどもえんこまつようちえん,東淀川区小松3-5-15,13,東淀川区,06-6320-1331,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/k13-3-komatu.pdf,認定こども園,,,,0,0,0,1,1,,132303,2
34.737619,135.529243,認定こども園　菅原天満幼稚園,にんていこどもえんすがはらてんまようちえん,東淀川区菅原2-3-27,13,東淀川区,06-6328-6079,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/k13-4-sugawaratenma.pdf,認定こども園,,,,0,0,0,1,1,,132304,2
34.745952,135.532649,認定こども園　豊新聖愛園（夜間）,にんていこどもえんほうしんせいあいえん,東淀川区豊新3-25-5,13,東淀川区,06-6325-2405,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/k13-5-housinseiaien.pdf,認定こども園,0,0,0,0,0,0,1,,,132305,2
34.749833,135.534816,保育アトリエ　こどもなーと,ほいくあとりえ　こどもなーと,東淀川区瑞光１－１５－２５,13,東淀川区,06-7898-7576,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-1-atoriekodomonato.pdf,地域型,0,0,0,,,,1,,,134301,2
34.745487,135.538405,こどもなーと　保育園,こどもなーと　ほいくえん,東淀川区豊新５－１－１６　ピノヴェルデ１階Ｃ号,13,東淀川区,06-6379-3686,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-2-kodomonatohoikuen.pdf,地域型,0,0,0,,,,1,,,134302,2
34.749064,135.535594,保育アトリエ　こどもなーとプラス,ほいくあとりえ　こどもなーとぷらす,東淀川区瑞光１－８－９－１０１,13,東淀川区,06-7493-0763,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-3-kodomonatoplus.pdf,地域型,0,0,0,,,,1,,,134303,2
34.746131,135.533309,フェアリールーム上新庄園,ふぇありーるーむかみしんじょうえん,東淀川区豊新４－２６－９　1F　ハイツ岩本店舗１０２、１０３号,13,東淀川区,06-6300-7360,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-4-fairlyroomkamishinjyo.pdf,地域型,0,0,0,,,,1,,,134304,2
34.753593,135.547004,瑞光ベビーセンター,ずいこうべびーせんたー,東淀川区小松５－６－１,13,東淀川区,06-6328-5640,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-5-zuikoubaby.pdf,地域型,0,0,0,,,,1,,,134305,2
34.747726,135.537799,豊新かめっこ保育園,とよしんかめっこほいくえん,東淀川区豊新５－７－１０,13,東淀川区,06-7493-1811,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-6-houshinkamekko.pdf,地域型,0,0,0,,,,1,,,134306,2
34.743499,135.53465,くじら保育園　上新庄園,くじらほいくえん　かみしんじょうえん,東淀川区豊新４－２－６,13,東淀川区,06-6795-9202,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-7-kujirakamishinjyou.pdf,地域型,0,0,0,,,,1,,,134307,2
34.750106,135.536726,かいせいプチ保育園上新庄園,かいせいぷちほいくえんかみしんじょうえん,東淀川区小松１－７－３２,13,東淀川区,06-4862-6661,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-8-kaiseiputikamishinjyou.pdf,地域型,0,0,0,,,,1,,,134308,2
34.748213,135.531767,おうち保育　だぐまんま,おうちほいくだぐまんま,東淀川区上新庄2-11-20-102,13,東淀川区,06-6195-7122,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-9-dagumanma.pdf,地域型,0,0,0,,,,1,,,134309,2
34.740294,135.531391,ぽっかぽか保育園,ぽっかぽかほいくえん,東淀川区豊新1-1-5,13,東淀川区,06-6325-2212,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-10-pokkapoka.pdf,地域型,0,0,0,,,,1,,,134310,2
34.742321,135.530823,アップル保育園　東淀川,あっぷるほいくえんひがしよどがわ,東淀川区豊新2-5-27,13,東淀川区,06-6326-1179,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12686/t13-11-applehigashiyodogawa.pdf,地域型,0,0,0,,,,1,,,134311,2
34.671075,135.561633,認定こども園　深江幼稚園,にんていこどもえんふかえようちえん,東成区深江南3-7-24,14,東成区,06-6971-9166,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/k14-1-fukae.pdf,認定こども園,0,0,0,0,0,0,1,1,,142301,2
34.66732,135.534065,大阪市立東小橋保育所,おおさかしりつひがしおばせほいくしょ,東成区東小橋3-7-4,14,東成区,06-6971-3970,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/14-higasiobase.pdf,保育所,0,0,0,5,0,6,1,,,143101,2
34.674895,135.539483,中本保育園,おおさかしりつなかもとほいくしょ,東成区中本4-12-1,14,東成区,06-6971-6195,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-10-nakamoto.pdf,保育所,0,0,0,0,0,0,1,,,143313,2
34.666332,135.539441,大阪市立大成保育所,おおさかしりつたいせいほいくしょ,東成区大今里西3-14-28,14,東成区,06-6971-1559,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/taisei.pdf,保育所,0,0,0,0,0,0,1,,,143202,2
34.679836,135.547798,大阪市立東中本保育所,おおさかしりつひがしなかもとほいくしょ,東成区東中本2-3-16,14,東成区,06-6981-0208,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/higasinakamoto.pdf,保育所,0,0,0,0,0,0,1,,,143203,2
34.672681,135.547916,今里保育園,いまざとほいくえん,東成区大今里1-28-11,14,東成区,06-6976-7654,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-1-imazato.pdf,保育所,0,0,0,0,0,0,1,,,143301,2
34.676951,135.556843,小市保育園,こいちほいくえん,東成区深江北1-9-12,14,東成区,06-6971-0423,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-2-koichi.pdf,保育所,0,0,0,0,0,0,1,,,143302,2
34.676984,135.556623,小市保育園　分園１（たんぽぽ）,こいちほいくえんぶんえんいちたんぽぽ,東成区深江北1－9－8　小市ビル２階,14,東成区,06-6971-0423,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-2-koichi.pdf,保育所,-,-,-,-,-,-,1,,,143303,2
34.673098,135.551865,東成山水学園,ひがしなりさんすいがくえん,東成区大今里2-8-17,14,東成区,06-6974-7377,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-4-higashinarisansui.pdf,保育所,0,0,0,0,0,0,1,,,143304,2
34.66706,135.550325,つみき保育園,つみきほいくえん,東成区大今里南3-5-24,14,東成区,06-6976-0350,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-3-tumiki.pdf,保育所,0,0,0,0,0,0,1,,,143305,2
34.66957,135.537477,第二明の守たまつ保育園,だいにあきのもりたまつほいくえん,東成区玉津2-3-14,14,東成区,06-6977-5100,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-5-dai2akinomoritamatu.pdf,保育所,0,0,0,0,0,0,1,,,143307,2
34.671741,135.53259,キッズファースト保育園,きっずふぁーすとほいくえん,東成区東小橋1-11-48,14,東成区,06-6972-1151,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-6-kidsfirst.pdf,保育所,0,0,0,0,0,3,1,,,143308,2
34.677097,135.557119,小市保育園　分園２（さくらんぼ）,こいちほいくえんぶんえんにさくらんぼ,東成区深江北１－７－２５,14,東成区,06-6971-0423,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-2-koichi.pdf,保育所,-,-,-,-,-,-,1,,,143309,2
34.668883,135.55427,あい・あい保育園新深江園,あい・あいほいくえんしんんふかえ,東成区神路4-6-18,14,東成区,06-6121-2609,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-9-aiaishinfukae.pdf,保育所,0,0,0,0,0,0,1,,,143310,2
34.673466,135.543137,東成かいせい保育園,ひがしなりかいせいほいくえん,東成区大今里西1-12-17,14,東成区,06-6136-7576,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-8-higashinarikaisei.pdf,保育所,0,0,0,0,0,0,1,,,143311,2
34.677271,135.538858,北中本保育園,きたなかもとほいえん,東成区中本4-2-41,14,東成区,06-6971-3722,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/h14-7-kitanakamto.pdf,保育所,0,0,0,0,0,0,1,,,143312,2
34.667258,135.54974,アイアイルーム,あいあいるーむ,東成区大今里南3－4－2－302　米谷マンション,14,東成区,06-6976-1123,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/t14-1-aiairoom.pdf,地域型,0,1,0,,,,1,,,144301,2
34.681146,135.546055,東中本みらい保育園,ひがしなかもとみらいほいくえん,東成区東中本１－１１－１０,14,東成区,06-6785-7196,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/t14-2-higashimnakamotomirai.pdf,地域型,0,0,0,,,,1,,,144302,2
34.667731,135.55151,新深江ピース保育園,しんふかえぴーすほいくえん,東成区大今里南４-1-１　アウラ新深江,14,東成区,06-6224-4616,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/t14-3-shinfukaepeace.pdf,地域型,0,0,1,,,,1,,,144303,2
34.670027,135.541221,今里ピース保育園,いまざとぴーすほいくえん,東成区大今里西2-8-4　東成区役所1階,14,東成区,06-6224-4616,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/t14-4-imazatopeace.pdf,地域型,0,0,0,,,,1,,,144304,2
34.681456,135.540968,エンジェルキッズ森ノ宮園,えんじぇるきっずもりのみやえんかしょう,東成区中本1－4－17,14,東成区,06-6720-8444,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12687/t14-5-angelkidsmorinomiya.pdf,地域型,0,0,0,,,,1,,,144305,2
34.656678,135.555105,小路保育園,しょうじほいくえん,生野区小路3-19-28,15,生野区,06-6754-7862,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-9-syouji.pdf,保育所,0,0,0,0,0,0,1,,,153310,2
34.653068,135.553501,巽保育園,たつみほいくえん,生野区巽中1-18-12,15,生野区,06-6752-9331,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-11-tatumi.pdf,保育所,0,0,0,0,2,0,1,,,153312,2
34.657807,135.546854,生野こもれび保育園,いくのこもれびほいくえん,生野区中川東1-5-3,15,生野区,06-6752-9668,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-12-ikunokomorebi.pdf,保育所,0,0,0,0,0,0,1,,,153313,2
34.642913,135.534768,林寺保育園,はやしでらほいくえん,生野区林寺4-6-26,15,生野区,06-6719-2694,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-13-hayasidera.pdf,保育所,0,0,0,0,0,0,1,,,153314,2
34.65647,135.534752,東桃谷幼児の園,ひがしももだにようじのその,生野区勝山北3-4-33,15,生野区,06-6731-0209,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-14-higashimomodaniyouji.pdf,保育所,0,0,0,2,0,0,1,,,153315,2
34.644723,135.546307,日の出巽西園,ひのでたつみにしえん,生野区巽西4-2-6,15,生野区,06-6757-4151,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-16-hinodetatuminishi.pdf,保育所,0,0,0,,,,1,,,153317,2
34.644771,135.556591,わかば保育園,わかばほいくえん,生野区巽東2-15-9,15,生野区,06-6752-9285,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-17-wakaba.pdf,保育所,,,,0,0,0,1,,,153319,2
34.645019,135.556655,わかば第二保育園,わかばだいにほいくえん,生野区巽東2-14-19,15,生野区,06-6752-9285,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-18-wakabadai2.pdf,保育所,0,0,0,,,,1,,,153320,2
34.66147,135.541162,愛信保育園,あいしんほいくえん,生野区中川西2-5-15,15,生野区,06-6712-2020,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-1-aishin.pdf,保育所,0,0,0,5,4,3,1,,,153301,2
34.661571,135.541667,イカイノ保育園,いかいのほいくえん,生野区中川西2-6-10,15,生野区,06-6731-3535,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-2-ikaino.pdf,保育所,0,0,0,7,,,1,,,153302,2
34.651722,135.533947,生野幼児園,いくのようじえん,生野区生野東3-1-9,15,生野区,06-6712-6975,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-4-ikunoyoujien.pdf,保育所,0,0,0,0,0,0,1,,,153304,2
34.650844,135.539044,大阪市立生野保育所,おおさかしりついくのほいくしょ,生野区舎利寺1-11-14,15,生野区,06-6731-3937,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/15-ikuno.pdf,保育所,,,0,0,0,0,1,,,153101,2
34.6612,135.543153,大阪市立中川保育所,おおさかしりつなかがわほいくしょ,生野区中川2-4-26,15,生野区,06-6751-5177,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/15-nakagawa.pdf,保育所,0,0,0,0,0,0,1,,,153102,2
34.659363,135.552055,東生野愛育園,ひがしいくのあいいくえん,生野区新今里7-15-6,15,生野区,06-6751-3940,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-20-higashiikunoaiiku.pdf,保育所,0,0,0,0,0,0,1,,,153322,2
34.658169,135.538373,大阪聖和保育園,おおさかせいわほいくえん,生野区桃谷5-10-29,15,生野区,06-6731-6112,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-5-osakaseiwa.pdf,保育所,0,0,0,0,0,0,1,,,153306,2
34.661801,135.534317,北桃谷乳児保育園,きたももだににゅうじほいくえん,生野区桃谷3-2-40,15,生野区,06-6731-1548,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-6-kitamomodaninyuji.pdf,保育所,0,0,0,,,,1,,,153307,2
34.659736,135.557368,くるみ愛育園,くるみあいいくえん,生野区小路東2-7-13,15,生野区,06-6752-4463,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-7-kurumiaiiku.pdf,保育所,0,0,3,,,,1,,,153308,2
34.662665,135.55916,こひつじ乳児保育園,こひつじにゅうじほいくえん,生野区小路東1-17-28,15,生野区,06-6754-4355,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-8-kohitujinyuji.pdf,保育所,0,0,0,,,,1,,,153309,2
34.647411,135.534183,南生野いちょう保育園,みなみいくのいちょうほいくえん,生野区生野東4-1-22,15,生野区,06-6741-0300,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/h15-19-minamiikunoityou.pdf,保育所,0,0,0,0,0,0,1,,,153321,2
34.654286,135.527692,認定こども園　勝山愛和幼稚園,にんていこどもえんかつやまあいわようちえん,生野区勝山南1-3-4,15,生野区,06-6731-7971,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-1-katuyamaaiwa.pdf,認定こども園,,,0,0,0,0,1,,,152301,2
34.643862,135.531292,認定こども園　勝山愛和第二幼稚園,にんていこどもえんかつやまあいわだいにようちえん,生野区林寺2-21-13,15,生野区,06-6719-0017,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-2-katuyamaaiwadai2.pdf,認定こども園,,,0,0,0,0,1,,,152302,2
34.647168,135.539188,認定こども園　勝山愛和第三幼稚園,にんていこどもえんかつやまあいわだいさんようちえん,生野区舎利寺3-11-24,15,生野区,06-6741-3336,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-3-katuyamaaiwadai3.pdf,認定こども園,,,,0,0,0,1,,,152303,2
34.661311,135.558565,認定こども園　大東幼稚園,にんていこどもえんだいとうようちえん,生野区小路東2-16-14,15,生野区,06-6751-4667,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-4-daitou.pdf,認定こども園,,,0,0,0,0,1,1,,152304,2
34.650795,135.537614,認定こども園　すみれ幼稚園,にんていこどもえんすみれようちえん,生野区舎利寺1-5-28,15,生野区,06-6712-0747,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-5-sumire.pdf,認定こども園,0,0,0,0,0,0,1,1,,152305,2
34.63895,135.548218,認定こども園　日の出学園,にんていこどもえん　ひのでがくえん,生野区巽南2-8-19,15,生野区,06-6757-4150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-6-hinodegakuen.pdf,認定こども園,0,0,0,0,0,0,1,,,152306,2
34.651682,135.54451,認定こども園　生野フランシスコ学園,いくのふらんしすこがくえん,生野区巽西1-3-26,15,生野区,06-6757-5091,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-7-ikunofrancisco.pdf,認定こども園,0,0,0,0,0,0,1,,,152307,2
34.647777,135.537579,認定こども園　聖浄保育園,せいじょうほいくえん,生野区舎利寺3-9-10,15,生野区,06-6731-5713,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/k15-8-seijyou.pdf,認定こども園,0,0,0,0,0,0,1,,,152308,2
34.660291,135.556971,くるみ小規模保育園,くるみしょうきぼほいくえん,生野区小路東2-8-4,15,生野区,06-6755-7751,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/t15-1-kurumi.pdf,地域型,0,1,0,,,,1,,,154301,2
34.653474,135.554756,あい・あい保育園　北巽園,あい・あいほいくえん　きたたつみえん,生野区巽北３－１５－２４　豊都ビル２Ｆ,15,生野区,06-4307-6704,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/t15-2-aiaikitatatumi.pdf,地域型,0,1,0,,,,1,,,154302,2
34.661801,135.555099,たかはしベビーセンター,たかはしべびーせんたー,生野区小路１－２１－１４,15,生野区,06-6751-2201,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/t15-3-takahashibaby.pdf,地域型,0,0,1,,,,1,,,154303,2
34.648196,135.531361,夢の箱保育園　KOKORO,ゆめのはこほいくえん　こころ,生野区生野東２－４－７,15,生野区,06-6741-6111,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/t15-4-yumenohakokokoro.pdf,地域型,0,1,0,,,,1,,,154304,2
34.653651,135.534386,ぬくもりのおうち保育　生野区役所園,ぬくもりのおうちほいく　いくのくやくしょえん,生野区勝山南3-1-19,15,生野区,06-4805-8814,https://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12688/t15-5-nukumoriikunoku.pdf,地域型,0,0,2,,,,1,,,154305,2
